V1,V2,V3,V4
1.2896186457164043,-0.7542414951202904,-0.7542414951202904,-0.32328571262011563
-0.9636702631614001,-0.7542414951202904,-0.7542414951202904,-1.3574197153911118
-0.10966374236071776,-5.199337582605575,-5.199337582605575,-1.3574197153911118
1.4622892181597438,-0.3872224257826895,-0.3872224257826895,0.22066650630486453
-0.9636702631614001,0.9979371025622618,0.9979371025622618,1.6247053722869946
1.4622892181597438,-0.3872224257826895,-0.3872224257826895,1.1350890043411757
-0.9636702631614001,0.2899807219474063,0.2899807219474063,-0.6072847277390153
-0.9636702631614001,-0.3872224257826895,-0.3872224257826895,-0.6072847277390153
-0.10966374236071776,0.060053937752903,0.060053937752903,-0.6072847277390153
-0.9636702631614001,-0.14882700523840472,-0.14882700523840472,-0.19181474072101534
-0.10966374236071776,-5.199337582605575,-5.199337582605575,-1.3574197153911118
0.2569943967469043,0.7683933648758317,0.7683933648758317,1.978366962463571
-0.9636702631614001,-5.199337582605575,-5.199337582605575,-5.199337582605575
1.9539745642854331,0.4606211671070304,0.4606211671070304,1.8870401204090355
0.24242520727697156,1.908411681888471,1.908411681888471,-0.04944661486295635
0.6767075120827393,0.6072847277390155,0.6072847277390155,-0.19181474072101534
-0.10966374236071776,0.7683933648758317,0.7683933648758317,0.9142921005553487
-0.9636702631614001,0.2899807219474063,0.2899807219474063,-0.04944661486295635
0.3796229098939759,0.060053937752903,0.060053937752903,0.36071854601173053
-0.10966374236071776,-5.199337582605575,-5.199337582605575,-1.3574197153911118
-0.10966374236071776,-0.14882700523840472,-0.14882700523840472,-1.3574197153911118
1.9539745642854331,-0.3872224257826895,-0.3872224257826895,0.5002466583603602
-2.1949244993050554,1.1217427577045458,1.1217427577045458,0.22066650630486453
-0.10966374236071776,1.7251133770389853,1.7251133770389853,1.197823040322206
-0.10966374236071776,0.2899807219474063,0.2899807219474063,0.36071854601173053
-0.10966374236071776,-0.3872224257826895,-0.3872224257826895,-0.6072847277390153
1.9539745642854331,-0.3872224257826895,-0.3872224257826895,0.09192130600766969
1.1283907570360723,-0.3872224257826895,-0.3872224257826895,0.14169117788346663
-0.9636702631614001,1.3663440981782091,1.3663440981782091,0.9414410737947159
-0.10966374236071776,0.060053937752903,0.060053937752903,0.09192130600766969
0.8266231281397208,-0.3872224257826895,-0.3872224257826895,0.22066650630486453
-0.9636702631614001,0.060053937752903,0.060053937752903,-1.0096227696982147
0.8266231281397208,-0.3872224257826895,-0.3872224257826895,0.09192130600766969
-0.10966374236071776,-0.7542414951202904,-0.7542414951202904,-1.3574197153911118
-0.9636702631614001,-0.14882700523840472,-0.14882700523840472,-0.8118087012507751
-0.9636702631614001,-0.14882700523840472,-0.14882700523840472,-0.8118087012507751
-0.9636702631614001,0.6072847277390155,0.6072847277390155,-0.04944661486295635
-0.10966374236071776,-0.7542414951202904,-0.7542414951202904,0.8466628009396442
0.8266231281397208,-0.14882700523840472,-0.14882700523840472,-0.40632061220215787
0.5082648663747991,-0.3872224257826895,-0.3872224257826895,-0.6072847277390153
1.9539745642854331,-5.199337582605575,-5.199337582605575,-0.32328571262011563
-0.10966374236071776,0.7683933648758317,0.7683933648758317,-0.04944661486295635
-0.9636702631614001,-5.199337582605575,-5.199337582605575,-5.199337582605575
0.6546765035269729,1.4420233922059864,1.4420233922059864,1.273567034539262
1.1283907570360723,0.4606211671070304,0.4606211671070304,-0.04944661486295635
-0.9636702631614001,-0.3872224257826895,-0.3872224257826895,1.4126914083436048
-0.9636702631614001,0.4606211671070304,0.4606211671070304,0.5903894566872426
-0.9636702631614001,0.7683933648758317,0.7683933648758317,-0.40632061220215787
-0.9636702631614001,0.2899807219474063,0.2899807219474063,-0.04944661486295635
0.5082648663747991,0.7683933648758317,0.7683933648758317,0.09192130600766969
1.4622892181597438,-5.199337582605575,-5.199337582605575,-0.4606211671070304
-0.9636702631614001,0.2899807219474063,0.2899807219474063,-0.19181474072101534
1.9539745642854331,-0.7542414951202904,-0.7542414951202904,0.36071854601173053
0.3419422325702016,0.6072847277390155,0.6072847277390155,0.36071854601173053
-0.4606211671070304,0.060053937752903,0.060053937752903,-0.19181474072101534
0.6546765035269729,0.9979371025622618,0.9979371025622618,-0.32328571262011563
-0.9636702631614001,1.7740411857832514,1.7740411857832514,0.5612195350150383
1.4622892181597438,0.2899807219474063,0.2899807219474063,0.6678562568974418
-0.10966374236071776,0.060053937752903,0.060053937752903,0.22066650630486453
0.5082648663747991,0.060053937752903,0.060053937752903,0.5002466583603602
