V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27
-0.7496700441538359,-1.4390013150939502,-0.9892691508468542,-0.9891881574877663,0.2792913369667707,-0.46540473826743745,0.4252277308747451,0.1753059170609679,-0.46540473826743733,-1.4827601839584168,0.945616266743319,5.19933758270342,-5.199337582605575,0.5969353414048746,-1.1334202006079144,-1.2542379491181346,-1.386422392037843,-1.4319708910352655,-0.5379803848163829,5.19933758270342,5.19933758270342,0.2792913369667707,-1.1521748037349773,0.5149233167586906,1.5887709585727845,-1.3717739394467092,0.0879329975415462
0.23246336118988845,0.20673512365912064,0.8863354526068447,0.886333687781573,-0.45703255293911804,-1.394511619528237,0.16636734861531158,-0.5131728258586012,-0.22262956564382042,-0.7970440901329314,0.945616266743319,5.19933758270342,-5.199337582605575,0.5969353414048746,1.1205810618112078,-0.24360830344549345,-1.261282157758418,-2.241016209931356,-0.14985263570524876,0.07786186080682264,5.19933758270342,-0.45703255293911804,-1.7800054115256905,0.28091084964604396,1.4568958016032312,-0.3357927333824912,-0.436239926210473
0.41315889135152967,0.3893244006080101,0.2460276730535563,0.2460146378871729,-0.86072523825827,-1.8312243273394466,-0.2678837675840495,-0.8619509464765273,0.3428228539644613,-0.4696030591824158,0.5336357146904792,5.19933758270342,-5.199337582605575,0.9033006222888622,2.3774107559408493,-0.4696030591824158,-0.8302341575863221,-2.013671405766345,0.4598196945115759,-0.005018295886876199,5.19933758270342,-0.86072523825827,-1.7800054115256905,-0.17910168640611,1.0379371869749336,0.08919249600723042,-0.9339099412610544
0.4431494248121575,0.41856572370428463,-0.8197703223034277,-0.8197668458939954,0.007527483323829474,-0.8939075247645538,0.4334819661117883,-0.011337223642460176,0.3428228539644613,-0.2861349357549178,-1.6205922981199683,-5.199337582605575,5.19933758270342,2.0118749727949665,1.0039661824067379,0.22660974272747844,-1.4742196143295652,-1.1971932730470463,-0.3615106865148254,5.19933758270342,5.19933758270342,0.007527483323829474,-1.4532795741807998,0.5206614945725153,1.6855442092489978,-0.17401245982143437,0.017564865040990845
1.1895222157453642,1.1997660052684802,-0.6459785142412896,-0.6456289041030674,0.87214848569565,0.5307448590321737,1.4181185506224878,0.8627931312743967,-1.3463856444448687,-0.2861349357549178,-1.6205922981199683,-5.199337582605575,5.19933758270342,1.4112932697345204,-0.5277683846749355,0.27652266680704357,-2.1543886161681627,0.23035256480696312,-1.0890831529773843,0.1667297510500207,5.19933758270342,0.8721366587689368,0.1650954314192633,2.272401347236872,2.4701391289107977,-0.7209213688144664,5.19933758270342
-0.0037851040407155703,-0.023259472814872822,-1.5493499367319932,-1.5491708213958204,0.6001577873427011,-0.26138737267788775,0.6927148969290061,0.590893906091996,-0.659601627607081,-0.06025574033725543,0.24454751539313002,-5.199337582605575,5.19933758270342,-5.199337582605575,0.7405990158206787,-0.4748872798100247,-1.6389871946247576,-0.3816746537655627,-0.3216105535126583,5.19933758270342,5.19933758270342,0.6001564643302173,-0.4682027026466733,1.132897601745812,1.838745428663235,-0.937705316573122,0.5354798907939283
-0.01129135828112991,-0.01693873790995782,-1.352528781336825,-1.3523629945004296,1.5436560253043299,1.0416892130845727,1.8905820801567563,1.811443113329835,-2.013671405766345,2.3259724580726555,0.945616266743319,-5.199337582605575,5.19933758270342,1.2420605724635014,0.535071047596049,-0.49784359211683255,-2.028757387230841,0.5847641658411084,-2.119672204207319,0.05158518247088589,5.19933758270342,1.543664702977785,0.6752774632720802,2.898134986261495,2.3136813562914194,1.9706838091658314,5.19933758270342
-0.29895563811121617,-0.583495835720468,-1.1232492346262015,-1.1233931221330304,-0.23550884598922833,-1.2206403488473496,-0.21620388056489545,0.033994658411650266,1.644368536763838,1.8245559358037484,0.945616266743319,-5.199337582605575,5.19933758270342,1.2420605724635014,-0.0038536748399773985,-0.48648036042064535,-0.14731564676985845,-0.9014156427236061,1.1895222157453649,5.19933758270342,5.19933758270342,-0.23550884598922833,-0.6394618524871729,-0.05774223145986299,0.6564859393617669,1.8902553695958157,-0.31369361093641385
-0.10366841666841012,-0.135087847296069,-0.7256548859810062,-0.7256549039356837,0.26918439554518003,-0.6456307492759821,0.033879835403491765,0.29190419663197287,-0.7799242980174863,1.4215561053091323,0.945616266743319,-5.199337582605575,5.19933758270342,1.2420605724635014,0.3287265903720048,-1.511523686464177,-0.14731564676985845,-0.4060788237506921,0.9714357539091456,5.19933758270342,5.19933758270342,0.26918439554518003,-0.16636734861531144,0.1752784285930203,0.6564859393617669,0.11881772429075657,0.062259213325362016
-0.5954367721535957,-1.1997660052684798,-0.3689239034959888,-0.3688947947147898,0.7922685253519096,0.3979179193672613,1.2585076890467706,0.8143014138042259,-0.7799242980174863,1.2312798427797058,0.945616266743319,-5.199337582605575,5.19933758270342,1.2420605724635014,-0.4414689452952383,0.09675252955038427,-1.838477455225726,-0.07786186080682236,-0.8733286546289205,0.13650583522266987,5.19933758270342,0.7922677957260778,0.09171191948527647,1.529558186142137,2.0959897648278814,0.6863498948283557,5.19933758270342
