loc,v(g),ev(g),iv(G),N,V,L,D,I,E,B,T,lOCode,lOComment,locCodeAndComment,lOBlank,uniq_Op,uniq_Opnd,total_Op,total_Opnd,branchCount
-1.7054480527791465,-0.5283151476335413,0.5506196266075157,-0.09314197099637792,-2.3649324658463975,-2.3649324658463975,3.1034836063028637,-1.7750348760374783,-1.7887816588447003,-1.7842302955673706,1.9798292707038916,-1.6250914562635788,-1.6844636845245369,0.3668730515305163,1.1448959732150612,-0.14224449534329844,-2.3361126832734733,-1.6776928294026203,-2.3361126832734733,-1.6776928294026203,-0.5342068212671288
-1.7077900597398488,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,-2.3950187512312855,2.913058175488626,-1.7864067795784675,-1.7967348646767367,-1.787810051527071,1.7164151476324765,-1.6622254874530111,-1.7055704338395008,0.20209834734161103,0.810909895029389,-0.5496162910697036,-5.199337582605575,-1.7387310479091869,-5.199337582605575,-1.7387310479091869,-5.199337582605575
1.8517337570813295,1.0841951575592066,0.6863498948283557,0.13971029888186212,1.3807888660317973,1.403503067613739,-0.8249333882852443,1.0900509518440837,1.4669795255912725,1.3397908662697406,1.4045331071795468,1.339790965865494,1.6896700765037773,2.207579364062118,2.131681568633527,1.7923740229175138,1.7387310479091858,1.644368536763838,1.4532795741807993,1.3280367496429821,1.1305174297854546
1.994970970827795,1.756054641129591,1.0574850143828465,2.085355566031827,1.5370177199591302,1.5657744960371665,-0.8249333882852443,1.1432544432195675,1.6643039319625523,1.452648050395596,1.5508458569702446,1.4526479869884785,1.921146427673949,2.1611219480685815,2.2111272410853253,1.5756125802060135,1.644368536763838,1.837975157391464,1.59321881802305,1.4728398514709258,1.6940512498972646
3.163312273192732,3.123445469985562,2.8579381817896565,3.0984948041535785,3.104440243381622,3.118565182581267,-1.7330708141786697,2.3911175976357013,2.9025441483004903,2.903109805972074,3.1185694151984116,2.903109811142922,3.1393502282458305,2.877846118927186,5.19933758270342,2.3434849759161844,2.995551044434674,3.1411359256625575,3.1049244795351174,3.1038541789148146,3.1088249662949137
1.9553521800310618,1.873053040341307,1.4215561053091323,1.9028734734462218,2.017158439268951,2.0134546363170154,-1.4678604169994043,1.9726782450575242,1.5158774168764744,2.095965607876526,2.013671405766343,2.095965604561905,2.03310375181142,1.9105995981591772,1.59321881802305,2.063775162656554,2.3259724580726555,2.034727006101319,2.030734279694254,2.007609417289482,1.7903697161483032
1.5459273181166064,1.2447784131572894,-5.199337582605575,1.5096563639520433,1.327981604121872,1.359952309717777,-1.137677300665421,1.161904216566187,1.3223730864635415,1.3176392298038626,1.3463856444448687,1.3176393744261987,1.3978365289711037,2.877846118927186,2.3290655067101187,2.3434849759161844,1.7387310479091858,1.5712864975769105,1.3549573098364034,1.3219458408567006,1.3100166880582473
5.19933758270342,5.19933758270342,5.19933758270342,5.19933758270342,5.19933758270342,5.19933758270342,-1.7330708141786697,2.678187228873827,2.701941591612944,3.113171857525727,5.19933758270342,3.1131718489845404,5.19933758270342,2.1383176041805063,1.1448959732150612,5.19933758270342,5.19933758270342,5.19933758270342,5.19933758270342,5.19933758270342,5.19933758270342
0.7630300992592185,-0.3321980187039972,-5.199337582605575,0.13971029888186212,0.7563181248115552,0.7030964855983677,0.24972140621486769,-0.1799758444780191,1.4462001622250746,0.3985682617446806,0.7023154143045922,0.3985675812388993,0.7697613987560095,0.49497095846643646,0.810909895029389,0.648724421102073,-0.625669821594675,0.7397372194138898,0.6863498948283557,0.8355583582575463,-0.33750567379756014
0.9358520864464077,0.022584156380876554,-5.199337582605575,-5.199337582605575,1.2206403488473496,1.1579936302792533,-0.8249333882852443,0.8823290052209676,1.2024661833256771,1.1077494673977362,1.1400769252954006,1.1077489814661012,0.920412273297687,0.3668730515305163,1.1448959732150612,0.842694365194144,0.4224827724521058,1.0062105166453408,1.1570614694975132,1.2493773372692796,0.027604016757951728
1.501860525408869,1.2447784131572894,-5.199337582605575,1.184446818906046,1.6386609424127403,1.7587666586764208,-0.8249333882852443,1.034470894877343,1.9667814069464236,1.5080660389238147,1.7502216171233853,1.5080656674677202,1.3557611526861928,1.2640663695358172,2.2899878321264273,1.3100166880582473,1.644368536763838,2.1968938521927224,1.6380147835795018,1.684463684524537,1.3100166880582473
1.994970970827795,1.6741857759106467,1.817967704173569,0.800496097974559,1.084195157559207,1.0796149787068188,-0.8249333882852443,0.8996568534167839,1.1111624345488043,1.0605337463007312,1.0685216155658541,1.0605338877732335,1.8579445059136306,1.9105995981591772,2.5626986918435177,1.2529876254001933,1.2475054798420075,1.0379371869749336,1.2049354338870706,0.9436562349515141,1.7387310479091858
0.963422906816882,0.022584156380876554,-5.199337582605575,0.526416867571128,0.9830725654313485,0.978056313667738,-0.8249333882852443,0.9524833618697623,0.7460675598809088,1.014516136660275,0.9774865599420671,1.0145159440107978,0.9416998217386928,1.3129814789733745,1.1448959732150612,1.5756125802060135,1.064091420055003,1.0062105166453408,0.9089749223179646,1.0166723797729535,0.027604016757951728
1.8210973650377802,2.053335604240414,1.529558186142137,1.6252743979297115,1.8245559358037484,1.8440702313033126,-0.5554621702769806,0.6973887072906166,2.3040727822451696,1.440547818446523,1.8321820826274933,1.4405479399195438,1.5057470057123419,2.0744446087255772,2.6646426408816053,1.2529876254001933,1.064091420055003,2.1968938521927224,1.8225636072150988,1.7739218615170373,2.089116385640647
0.3628502975135263,-0.3321980187039972,-5.199337582605575,0.13971029888186212,0.18803291253891405,0.2066761324263945,-0.016310116285324295,0.10914584170238002,0.1999002542944659,0.14544329931441852,0.22777672762222823,0.14544101498172257,0.3441536589470717,1.7164151476324765,0.810909895029389,0.7580042333190846,0.4224827724521058,0.2342191939146195,0.25101591868327155,0.07534534997376305,-0.33750567379756014
2.4569039746458317,1.756054641129591,0.8901723046231349,1.0145711230228849,1.627901685976669,1.6486835077395512,-1.137677300665421,1.3544616983848985,1.561370196668917,1.638508306837512,1.6299924006834738,1.6385081902163143,2.5051178805956322,2.6517319847473857,1.1448959732150612,2.063775162656554,1.501860525408869,1.8114574488804083,1.6741857759106455,1.6396256212826523,1.837975157391464
0.5408824784439602,0.46540473826743767,1.0574850143828465,0.800496097974559,0.4724065407146269,0.49062012638970715,-0.1867561210637371,0.24196303143312786,0.5971883502463812,0.43072729929545744,0.49072123739941237,0.43072729929545744,0.5731153914071752,-5.199337582605575,-5.199337582605575,0.9979196589738001,0.6752774632720802,0.6611618742897374,0.49922963766005257,0.4334819661117883,0.47802468927861064
1.47526936144686,1.3129814789733738,-5.199337582605575,-5.199337582605575,1.9115252544429269,1.9420092360188952,-0.8249333882852443,0.8661892521534974,2.2752627505587792,1.5901579600958855,1.926403152963981,1.5901578327292314,1.5336120376100353,1.3129814789733745,0.810909895029389,1.2529876254001933,1.064091420055003,2.3259724580726555,1.9110873931074943,1.8715582149727426,1.365257371218065
1.2232872497167733,1.0841951575592066,-5.199337582605575,1.5096563639520433,0.9887029342565896,1.0020789763982008,-0.5554621702769806,0.7384246659933952,1.0977137650414859,0.9622734699529175,0.9979196589738001,0.9622732660774099,1.2101372641333108,0.20209834734161103,1.4250105407895468,0.842694365194144,1.401176963756683,1.1971932730470463,1.0287697139900618,0.920412273297687,0.7580042333190846
1.1971932730470463,0.022584156380876554,-5.199337582605575,0.13971029888186212,1.1703074713019022,1.1658519089011201,-1.137677300665421,1.378688553917005,0.7381402525670206,1.2451250746587115,1.156950906007174,1.2451251419531977,0.9937998476648138,1.786155561261078,2.131681568633527,1.529558186142137,1.2475054798420075,1.0379371869749336,1.1570614694975132,1.1997660052684802,0.027604016757951728
2.1654064126012114,1.611333251169239,-5.199337582605575,0.526416867571128,1.8427894749767448,1.833675179876084,-1.4678604169994043,1.9256957979541967,1.2865335331756458,1.9262259446273262,1.8210973650377802,1.9262259281292697,2.0784284813475993,2.6517319847473857,2.5927351098475007,1.9427030124793654,2.2111272410853253,1.7502216171233853,1.8106670446327966,1.807834207587742,1.6640817375143429
0.8498735446149941,0.6440862293312933,-5.199337582605575,1.0145711230228849,0.9774865599420671,0.9866640982689876,-1.137677300665421,1.254683672484799,0.5369791835479386,1.1022621130641421,0.9774865599420671,1.1022623942434815,0.8320062700164733,0.7233425303259222,1.1448959732150612,0.920412273297687,1.644368536763838,0.9754656565083215,0.9714357539091456,0.9436562349515141,0.6549304836891207
0.9735596496145897,0.6440862293312933,1.261282157758418,1.184446818906046,1.1437976100630403,1.1497363851481288,-0.5554621702769806,0.7691284234137115,1.320011107903856,1.0573411844498315,1.1400769252954006,1.0573412014656116,1.0145711230228847,0.7233425303259222,-5.199337582605575,1.4354772341828732,0.8864494629456835,1.1473154975252742,1.2475054798420075,1.08895600940264,0.6549304836891207
0.8901723046231349,0.6440862293312933,1.261282157758418,1.184446818906046,0.9223302184168565,0.9495472701112365,-0.35615869668877986,0.4963895171794244,1.184446818906046,0.8161498870226594,0.9339099412610548,0.8161498870226594,0.920412273297687,0.6564859393617669,-5.199337582605575,1.3781137589543457,0.8864494629456835,1.0379371869749336,0.9815403910462731,0.8498735446149936,0.6549304836891207
0.1982584699798983,0.022584156380876554,-5.199337582605575,0.526416867571128,0.033879835403491765,0.07660354475064655,0.34415365894707195,-0.21877306861158433,0.3678348387299092,-0.07663353559472118,0.07157147317761971,-0.0766330851776295,0.22262956564382042,-5.199337582605575,-5.199337582605575,0.648724421102073,0.2756944187159562,0.34149265585889366,0.08919249600723042,-0.008782093827594135,0.027604016757951728
0.14224449534329817,0.2861349357549178,0.6863498948283557,0.13971029888186212,0.3441536589470717,0.384374765774373,-0.1867561210637371,0.32822341801540306,0.32822341801540306,0.3682152867198259,0.3668730515305163,0.3682152867198259,0.10179559909470504,0.7233425303259222,0.810909895029389,0.648724421102073,0.7799242980174861,0.5467003923959776,0.3668730515305163,0.3123760433228348,0.3018547881702473
0.07534534997376305,0.022584156380876554,-5.199337582605575,0.526416867571128,-0.1650954314192633,-0.14224449534329844,0.670557440622858,-0.5307448590321737,0.43072729929545744,-0.3229319925266089,-0.16763953501309753,-0.3229319925266089,0.10179559909470504,-5.199337582605575,-5.199337582605575,0.526416867571128,-0.3295477057744347,0.11441489263000099,-0.10936510116177109,-0.21363611883116312,0.027604016757951728
0.5408824784439602,0.46540473826743767,1.0574850143828465,0.800496097974559,0.4724065407146269,0.48648036042064524,-0.1867561210637371,0.3018547881702473,0.5467003923959779,0.4528584793924642,0.49072123739941237,0.4528584793924642,0.5731153914071752,-5.199337582605575,-5.199337582605575,1.059682011223806,0.6752774632720802,0.6241447422049652,0.49922963766005257,0.4334819661117883,0.47802468927861064
0.5408824784439602,0.022584156380876554,-5.199337582605575,0.526416867571128,0.2316410556979774,0.24584036910272755,0.41563422629818186,-0.3414926558588935,0.810909895029389,-0.04517983902747526,0.22777672762222823,-0.04517983902747526,0.5731153914071752,-5.199337582605575,-5.199337582605575,1.1595151955276424,-0.16001041128444513,0.4963895171794244,0.2316410556979774,0.20465991857047622,0.027604016757951728
-0.08289637816794465,-0.3321980187039972,-5.199337582605575,0.13971029888186212,-0.2652838681602035,-0.23035256480696298,0.670557440622858,-0.5999365109266501,0.32161055351265844,-0.40744159301214816,-0.2639845916795205,-0.40744159301214816,-0.06025574033725543,-5.199337582605575,-5.199337582605575,0.648724421102073,-0.3295477057744347,0.11441489263000099,-0.26268576068373695,-0.2574948417331492,-0.33750567379756014
0.6580429849889554,0.9674215661017008,-5.199337582605575,0.800496097974559,0.5510759931392369,0.618245740984988,-0.016310116285324295,0.05421679401520272,1.0064699722145842,0.41425801111497285,0.587963851500189,0.41425803030948166,0.44453385635646675,0.9917462545024419,1.7274655664796175,0.06654121327814211,0.5583922312531168,0.86072523825827,0.5805236222863163,0.5467003923959776,0.9999859292761342
