,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30
0,0.9828033650908863,-2.9181519879867817,1.1004714540715947,0.9935899576816782,1.6020030747018765,2.373809444720316,1.9364149378273274,1.9222249015182122,1.9364149378271862,1.9364149378271862,1.9660245515540646,-0.5112801112481864,2.0310145255669183,2.0310145255669183,0.011032918697528774,1.342057154015314,1.141838570145492,0.8517259806982667,1.259786256722192,1.2998220338891513,1.6020030747018765,-1.4223330888521888,1.8949532798722517,1.6692369875962125,1.2896186457164065,2.0310145255669183,1.8565143349946727,2.194924499305056,1.9660245515540646,1.6181336277516247
1,1.6346965501884516,-0.27711716651466384,1.466156582504567,1.7058921101573055,-0.7779139932047423,-0.2817059208825929,0.25881932334381613,0.6416095039816206,0.09280769455273809,-0.9169765477437468,0.8266231281397208,-0.9899816287995887,0.6912051630662331,1.0844416751398132,-0.6524909532920248,-0.6744897501960817,-0.3891257869490932,0.4420532068715511,-0.9935899576816782,0.19541200066782957,1.5129920032246724,-0.2725342399312152,1.3049748598779616,1.5862789009146598,-0.35131490697144147,-0.23606751394193845,0.06182244976723379,0.9792331578401234,-0.1372349698874863,0.5264270156062701
2,1.3529977849229133,0.5137963698876651,1.336646575867581,1.320645127570207,0.9935899576816782,1.080477552682518,1.2357559434815348,1.6872811917932689,0.9899816287995887,-0.29550827252876805,1.2696050431095571,-0.8142653456356782,1.1167891079676648,1.3312748466809177,-0.07951912741380053,1.0379447572819578,0.5416956759769589,1.4597230760392415,0.5674293187788692,0.6968199283245494,1.2696050431095571,0.04414511355961245,1.203266419547585,1.320645127570207,0.6147309839033616,1.1942137490551366,0.9237167616781742,1.7251133770389853,1.3049748598779616,0.4518064111303567
3,-0.820428575358259,0.35601279126527524,-0.5163158858752857,-0.9373247233033398,2.6948395406944434,2.5568201963565955,1.6020030747018765,1.3529977849229133,2.373809444720316,5.19933758270342,0.7024567477306305,0.07951912741380039,0.7137979739597108,0.14615020134483953,0.9237167616781746,1.9660245515540646,1.2216738581797504,1.2795477801152944,2.6948395406944434,1.7869618054912044,-0.017653228648661298,0.231532154296155,0.04414511355961245,-0.3701541921366626,2.6948395406944434,2.4551008462990387,1.6692369875962125,2.0310145255669183,5.19933758270342,2.918151987986792
4,1.5129920032246724,-1.2216738581797504,1.6181336277516225,1.5862789009146598,0.3256115005209704,0.7542414951202904,1.259786256722192,1.336646575867581,0.0750928394009469,-0.5340457827134909,1.2998220338891555,-0.8328495641414937,1.3753786498834617,1.342057154015314,1.4858305636472424,0.26338542781564456,1.2405048203122155,1.3101625699947996,-0.1864234860384183,0.9373247233033402,1.1004714540715947,-1.6346965501884516,1.1719996838080582,1.1085933833417214,0.2383370101498007,-0.06182244976723379,0.7660240842602504,0.6828236083005302,-1.0044934120672628,-0.26338542781564445
5,-0.344282554441016,-0.8081328920135324,-0.2134372667000334,-0.3372671871484094,2.105920396694911,1.2500874448553163,0.9304992040482307,0.7959581886833424,1.0609065014249905,1.6517204624868658,0.0750928394009469,-0.5622529908089365,-0.07066802212728979,0.13946272770736262,0.4616027848009358,0.719503111280361,0.48629141755500266,0.08837646690321792,0.47885434303476065,0.9237167616781742,0.1372349698874863,-0.23606751394193873,0.19991213996543644,0.1684907970054641,1.908411681888471,1.5270018016004925,1.1942137490551366,0.8020306803053991,1.5709374307083839,1.809183274184043
6,1.0379447572819578,0.26110169510510955,1.015517613293485,1.0379447572819578,-0.06403336237825173,0.26338542781564456,0.5365922541013275,0.6744897501960817,0.011032918697528774,-0.7367611615463544,0.588289446331391,-0.8644805805767601,0.598815725415696,0.8328495641414937,-1.2124187877842671,-0.5909148659856108,-0.1327814854227056,-0.11055172451738898,-1.0531908720125835,-0.730984316847628,1.1589443409717655,0.37725257091229697,1.2216738581797504,1.1589443409717655,0.6094087777861922,0.3139998841412307,0.636197216286837,1.030411448164207,0.4616027848009358,0.2794108082651797
7,0.13500789294440294,0.45669911932122276,0.2134372667000334,0.12388232125861323,1.6517204624868658,1.133409673796053,0.323285712620116,0.4616027848009358,1.4162916183155208,1.5709374307083839,0.9304992040482307,0.5062572689788424,0.8773773893133454,0.789914907280921,0.8328495641414937,0.5315027696573935,-0.0353119608314343,0.6308035008311922,-0.7483893373533035,1.0081545322971213,0.4714436603880047,0.47885434303476065,0.39389038169025264,0.48133040592267645,1.4470342759772021,0.8454003951815035,0.19091581525150875,0.593544365051235,0.7081159757475974,1.499273026692531
8,-0.11943645955844516,0.6856121044129418,0.07066802212728979,-0.11943645955844516,2.0670186740847933,1.472651352164115,1.1503493803760079,1.1085933833417208,1.7058921101573055,1.4858305636472424,-0.08837646690321861,-0.26338542781564445,0.10389393387051161,-0.008826270494148724,-0.31863936396437514,0.820428575358259,0.4518064111303567,0.24060773460535165,0.4420532068715511,0.32793905108599136,0.1483807977130289,0.7989907516260698,0.2817059208825929,0.1550770644064018,1.6020030747018765,1.57093743070838,1.2216738581797504,1.2357559434815348,1.908411681888471,1.342057154015314
9,-0.33259950149226075,1.1250605419854107,-0.13278148542270657,-0.35601279126527524,1.6263593197247497,2.0310145255669183,1.5129920032246724,0.8773773893133454,0.920341428259948,2.194924499305056,-0.13500789294440294,0.8970011378526832,-0.25425860873527445,-0.0353119608314343,0.3047410526908449,1.908411681888471,1.6020030747018765,0.6094087777861922,-0.15954508992311342,1.9364149378271862,0.04414511355961245,2.194924499305056,-0.004413092272696167,0.10167570787466555,2.0670186740847933,5.19933758270342,2.6948395406944434,1.4597230760392415,1.8818296039977025,5.19933758270342
