Study,Run,vconst_corr,vconst_2,vconst_3,vconst_4,vconst_5,vconst_7,ah_corr,ah_bolus,slm_corr,efficiency_factor,tidal_mix_max,vertical_decay_scale,convect_corr,bckgrnd_vdc1,bckgrnd_vdc_ban,bckgrnd_vdc_eq,bckgrnd_vdc_psim,Prandtl
-5.199337582605575,-5.199337582605575,1.075829065759482,1.472070446007097,-0.6730308827532413,-0.5281393839081986,-0.9587943865491617,0.6327427167120634,-0.18001236979270524,0.17056730568619463,-0.06282327008180556,-0.6906334541127064,-1.2596595375824993,1.1182720160150144,5.19933758270342,-0.1376234348978171,-0.5015906850721219,1.0841616425121363,0.8336953304052781,1.1182720160150144
-5.199337582605575,-2.3932998646116794,0.2706737998588893,-0.10015328264234731,-0.3636210551374593,-0.5068716225579336,1.0039579407221606,1.5146142163357712,-0.1376234348978171,0.9514560621341841,-0.5334934813338473,0.2997360756344706,2.0090964915341836,1.3700014263342366,1.019474535134731,1.1096232456831636,-0.39359841579692406,-0.36362105513746007,-0.16113743362558097,0.03023296083367076
-5.199337582605575,-2.226599895240064,2.901772828138324,-0.3241485089831555,0.044194286675646066,0.011626552633235343,0.3046038288492749,0.2706737998588893,0.6672096642209357,-0.8536102726827796,0.8944942331361623,0.4701904956278811,0.8536102726827771,0.36859392186481915,0.5824006467526484,1.4451241895752105,-0.4806042790442989,-0.6730308827532413,-0.5714155418978162,-0.3487556955170447
-5.199337582605575,-2.10546945092069,0.7948235654046738,-1.2700084150701356,-0.8536102726827773,-0.19895166222362318,0.6556344266603842,-0.02558062912325239,-2.677329996162223,-0.27550100427550817,-2.3543951746919376,-0.07214553949956908,0.2514266959743473,0.7144424707357988,-0.35370209533995717,1.3819863860849901,2.0845986032283337,1.019474535134731,0.522800383743111,-0.058164232546187855
-5.199337582605575,-1.9591709979048226,-0.23705263684605926,0.034885947007643456,-1.5445754855632552,0.3487556955170447,1.027325622029161,-0.15172186888659914,-0.8738696596006305,-0.034885947007643456,-0.3586571643690453,0.12823982598031286,0.6556344266603807,-0.48583071031241326,0.38857829407191313,0.058164232546187855,-1.7204910002698082,-0.31436115805143106,-0.582400646752649,-1.1182720160150141
-5.199337582605575,-1.8854493083266783,-1.7412906000251969,0.3388883015533144,-0.5121667338794779,0.8944942331361623,-0.7571172975708611,1.9136989986525927,0.2803346369770822,0.3835679461489343,0.6384341685972732,-0.15172186888659914,-1.8086787405922156,0.29487541436814146,-2.0845986032283332,1.4859540323831972,-0.44437456487835864,1.700410153252603,-1.0925701826923266,-0.538862916004915
-5.199337582605575,-1.8086787405922156,-0.9962895865536902,0.12355230413367979,-1.019474535134731,0.3986284765451009,-1.075829065759483,0.8336953304052781,-0.23705263684605912,0.4239337903949101,-1.6809924633354516,0.19895166222362318,-0.6270716876636815,1.7412906000251973,0.5174762445972698,-0.08147408306069102,0.3487556955170447,-2.285842901449239,-1.0593841593839515,-0.7948235654047027
-5.199337582605575,-1.741290600025196,-0.2179625944511491,1.2804951268545226,1.472070446007097,1.3819863860849901,-0.2610381599182779,-2.436204263277417,1.019474535134731,0.48583071031241326,-0.2562294691125226,1.2195526423276462,0.058164232546187855,0.5174762445972679,1.209827521004355,-0.2227273922396066,-0.04884984243636246,1.4584649462446269,-1.9435639888558576,-1.3239225838515216
-5.199337582605575,-1.6715166841106104,-0.966184709787517,-0.3785672087505568,2.2265998952400636,-0.5714155418978162,0.16585052616567136,-0.24183840343828977,-0.2997360756344706,-0.053506457224898205,-1.560090888419121,-0.7144424707358005,-0.5550657015336384,-0.2706737998588897,-0.6614109678884107,-0.030232960833670622,-1.609044191352285,1.1010566896800305,-0.2179625944511491,-0.030232960833670622
-5.199337582605575,-1.6262517854163656,0.4036686435278291,-0.21320274002697115,0.8603241400016765,-0.9886793747817453,1.0925701826923278,1.6439548509494875,0.11886749552824614,-0.18947352037913637,-0.20844771110046212,1.6090441913522855,-0.4546644649568944,0.4290270697856907,-0.3192510107748506,-1.2804951268545226,-0.7948235654047027,-0.7509376721893839,-2.538536300010815,-0.19895166222362318
-5.199337582605575,-1.5840930675378755,0.22749725207575555,-0.549648776320735,-0.1942104104237197,-0.4341315032303156,-0.10015328264234731,0.966184709787517,-0.002325260235113386,-1.0116857905044125,1.9136989986525927,-0.02092885102195099,-1.3819863860849901,1.9435639888558576,1.4584649462446269,-0.538862916004915,0.8603241400016765,1.1358253042070343,0.12355230413367979,1.2002154960028122
-5.199337582605575,-1.5369552544493164,1.1907130991210484,-0.1942104104237197,1.3019019457917906,-0.9441686202038639,0.8076449705374121,-0.058164232546187855,0.4701904956278814,1.3239225838515216,0.9514560621341841,-1.3819863860849901,0.048849842436361764,-1.4584649462446269,1.6439548509494886,2.677329996162227,0.6101778961683316,-0.560498963335717,-0.8076449705374121,0.9736281834927832
-5.199337582605575,-1.4930045626254098,1.762872015062882,1.9752703439234187,1.0675705238781412,0.2851748283451291,0.29487541436814146,-0.3785672087505568,0.9736281834927829,-1.3128326897148508,-0.7325681015359101,1.700410153252603,0.19421041042371956,0.7884616602568585,0.08147408306069089,-0.9369309782562804,0.11418529432142824,-1.394173208869125,0.6214207543174356,0.08147408306069089
-5.199337582605575,-1.4517622707385982,-0.9441686202038639,-2.226599895240063,0.3192510107748506,0.048849842436361486,-0.6614109678884107,-0.3388883015533143,-1.5923002617359983,0.04884984243636204,-0.32905379446269134,1.0512681823466392,-0.38857829407191374,1.6262517854163656,0.2418384034382899,-0.1752878830665091,-0.2514266959743473,0.9155065061002461,0.2514266959743473,-1.1010566896800305
-5.199337582605575,-1.4128513252897625,-0.2610381599182779,-0.8402965861947839,1.9136989986525927,0.9811259961621762,0.2755010042755084,-0.6906334541127064,0.8012178040072284,-0.3685939218648189,-1.1628312902007807,0.02092885102195099,-0.24662971544192633,1.0925701826923295,-0.002325260235113386,0.23227229348262596,-2.1742735031024583,1.2494438379723585,0.15642791777386775,-1.9136989986525916
-5.199337582605575,-1.3759692008680076,-1.609044191352285,-0.4963236992472064,1.3351777361189363,0.582400646752649,-0.17056730568619463,5.19933758270342,-0.7386635618149628,0.7386635618149628,0.23227229348262596,-1.239356892600139,-0.7884616602568585,-1.6262517854163656,-0.5442479317460308,0.6847423917820559,1.432035783624707,0.2706737998588893,-0.4753909429656239,0.5768993922856068
-5.199337582605575,-1.335177736118937,0.8875774479955943,0.5121667338794773,0.5334934813338474,1.9435639888558576,2.174273503102457,-1.8586287618625292,1.5600908884191205,0.6614109678884107,0.6847423917820559,-0.21796259445115024,0.22272739223960675,1.5759912084961556,-0.6847423917820559,0.12823982598031258,-0.7386635618149628,0.49632369924720654,5.19933758270342,0.37357592049761146
