left-weight,left-distance,right-weight,right-distance
-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575
-5.199337582605575,-5.199337582605575,-5.199337582605575,-0.523018271202438
-5.199337582605575,-5.199337582605575,-5.199337582605575,0.002008517596138271
-5.199337582605575,-5.199337582605575,-5.199337582605575,0.5253225638155922
-5.199337582605575,-5.199337582605575,-5.199337582605575,5.19933758270342
-5.199337582605575,-5.199337582605575,-0.523018271202438,-5.199337582605575
-5.199337582605575,-5.199337582605575,-0.523018271202438,-0.523018271202438
-5.199337582605575,-5.199337582605575,-0.523018271202438,0.002008517596138271
-5.199337582605575,-5.199337582605575,-0.523018271202438,0.5253225638155922
-5.199337582605575,-5.199337582605575,-0.523018271202438,5.19933758270342
-5.199337582605575,-5.199337582605575,0.002008517596138271,-5.199337582605575
-5.199337582605575,-5.199337582605575,0.002008517596138271,-0.523018271202438
-5.199337582605575,-5.199337582605575,0.002008517596138271,0.002008517596138271
-5.199337582605575,-5.199337582605575,0.002008517596138271,0.5253225638155922
-5.199337582605575,-5.199337582605575,0.002008517596138271,5.19933758270342
-5.199337582605575,-5.199337582605575,0.5253225638155922,-5.199337582605575
-5.199337582605575,-5.199337582605575,0.5253225638155922,-0.523018271202438
-5.199337582605575,-5.199337582605575,0.5253225638155922,0.002008517596138271
-5.199337582605575,-5.199337582605575,0.5253225638155922,0.5253225638155922
-5.199337582605575,-5.199337582605575,0.5253225638155922,5.19933758270342
-5.199337582605575,-5.199337582605575,5.19933758270342,-5.199337582605575
-5.199337582605575,-5.199337582605575,5.19933758270342,-0.523018271202438
-5.199337582605575,-5.199337582605575,5.19933758270342,0.002008517596138271
-5.199337582605575,-5.199337582605575,5.19933758270342,0.5253225638155922
-5.199337582605575,-5.199337582605575,5.19933758270342,5.19933758270342
-5.199337582605575,-0.523018271202438,-5.199337582605575,-5.199337582605575
-5.199337582605575,-0.523018271202438,-5.199337582605575,-0.523018271202438
-5.199337582605575,-0.523018271202438,-5.199337582605575,0.002008517596138271
-5.199337582605575,-0.523018271202438,-5.199337582605575,0.5253225638155922
-5.199337582605575,-0.523018271202438,-5.199337582605575,5.19933758270342
-5.199337582605575,-0.523018271202438,-0.523018271202438,-5.199337582605575
-5.199337582605575,-0.523018271202438,-0.523018271202438,-0.523018271202438
-5.199337582605575,-0.523018271202438,-0.523018271202438,0.002008517596138271
-5.199337582605575,-0.523018271202438,-0.523018271202438,0.5253225638155922
-5.199337582605575,-0.523018271202438,-0.523018271202438,5.19933758270342
-5.199337582605575,-0.523018271202438,0.002008517596138271,-5.199337582605575
-5.199337582605575,-0.523018271202438,0.002008517596138271,-0.523018271202438
-5.199337582605575,-0.523018271202438,0.002008517596138271,0.002008517596138271
-5.199337582605575,-0.523018271202438,0.002008517596138271,0.5253225638155922
-5.199337582605575,-0.523018271202438,0.002008517596138271,5.19933758270342
-5.199337582605575,-0.523018271202438,0.5253225638155922,-5.199337582605575
-5.199337582605575,-0.523018271202438,0.5253225638155922,-0.523018271202438
-5.199337582605575,-0.523018271202438,0.5253225638155922,0.002008517596138271
-5.199337582605575,-0.523018271202438,0.5253225638155922,0.5253225638155922
-5.199337582605575,-0.523018271202438,0.5253225638155922,5.19933758270342
-5.199337582605575,-0.523018271202438,5.19933758270342,-5.199337582605575
-5.199337582605575,-0.523018271202438,5.19933758270342,-0.523018271202438
-5.199337582605575,-0.523018271202438,5.19933758270342,0.002008517596138271
-5.199337582605575,-0.523018271202438,5.19933758270342,0.5253225638155922
-5.199337582605575,-0.523018271202438,5.19933758270342,5.19933758270342
-5.199337582605575,0.002008517596138271,-5.199337582605575,-5.199337582605575
-5.199337582605575,0.002008517596138271,-5.199337582605575,-0.523018271202438
-5.199337582605575,0.002008517596138271,-5.199337582605575,0.002008517596138271
-5.199337582605575,0.002008517596138271,-5.199337582605575,0.5253225638155922
-5.199337582605575,0.002008517596138271,-5.199337582605575,5.19933758270342
-5.199337582605575,0.002008517596138271,-0.523018271202438,-5.199337582605575
-5.199337582605575,0.002008517596138271,-0.523018271202438,-0.523018271202438
-5.199337582605575,0.002008517596138271,-0.523018271202438,0.002008517596138271
-5.199337582605575,0.002008517596138271,-0.523018271202438,0.5253225638155922
-5.199337582605575,0.002008517596138271,-0.523018271202438,5.19933758270342
-5.199337582605575,0.002008517596138271,0.002008517596138271,-5.199337582605575
-5.199337582605575,0.002008517596138271,0.002008517596138271,-0.523018271202438
-5.199337582605575,0.002008517596138271,0.002008517596138271,0.002008517596138271
-5.199337582605575,0.002008517596138271,0.002008517596138271,0.5253225638155922
-5.199337582605575,0.002008517596138271,0.002008517596138271,5.19933758270342
-5.199337582605575,0.002008517596138271,0.5253225638155922,-5.199337582605575
-5.199337582605575,0.002008517596138271,0.5253225638155922,-0.523018271202438
-5.199337582605575,0.002008517596138271,0.5253225638155922,0.002008517596138271
-5.199337582605575,0.002008517596138271,0.5253225638155922,0.5253225638155922
-5.199337582605575,0.002008517596138271,0.5253225638155922,5.19933758270342
-5.199337582605575,0.002008517596138271,5.19933758270342,-5.199337582605575
-5.199337582605575,0.002008517596138271,5.19933758270342,-0.523018271202438
-5.199337582605575,0.002008517596138271,5.19933758270342,0.002008517596138271
-5.199337582605575,0.002008517596138271,5.19933758270342,0.5253225638155922
-5.199337582605575,0.002008517596138271,5.19933758270342,5.19933758270342
-5.199337582605575,0.5253225638155922,-5.199337582605575,-5.199337582605575
-5.199337582605575,0.5253225638155922,-5.199337582605575,-0.523018271202438
-5.199337582605575,0.5253225638155922,-5.199337582605575,0.002008517596138271
-5.199337582605575,0.5253225638155922,-5.199337582605575,0.5253225638155922
-5.199337582605575,0.5253225638155922,-5.199337582605575,5.19933758270342
